"P_000736","P_000737","P_000646","P_000647","P_000648","P_001886","P_001887","P_002539","P_002540","P_002521","P_002522","P_002547","P_002548","P_000733","P_002440","P_000687","P_000690","P_000691","P_000721","P_000720","P_000744","P_000745","P_000753","P_002441","P_000500","P_000501","VAL_0","VAL_1","VAL_2","VAL_3"
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6265",REC. DE HONORÁRIOS ADVOCATÍCIOS - 15% (QUINZE POR CENTO),"1999",OUTRAS RECEITAS CORRENTES,"1999122",ÔNUS DE SUCUMBÊNCIA,"199912",ENCARGOS LEGAIS PELA INSCRIÇÃO EM DÍVIDA ATIVA E RECEITAS DE ÔNUS DE SUCUMBÊNCIA,DEMAIS RECEITAS CORRENTES,"9",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Agosto,8,"19991221",ÔNUS DE SUCUMBÊNCIA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,395519.85,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2144",TRSD - DÍVIDA ATIVA JUDICIAL,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Agosto,8,"11220103",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,75721.46,238888.35,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6351",TRANSFERÊNCIA DE INSTITUIÇÃO PRIVADA,"1741",TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,"1741990",OUTRAS TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,"174199",OUTRAS TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,"4",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Agosto,8,"17419901",OUTRAS TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,2223984.25,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9228",REND. DE APLIC. FINANCEIRAS - FT 501 - FLCU,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Agosto,8,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","640200",FUNDO DE LICENCIAMENTO E CONTROLE URBANO,,0,7292.54,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9404",SEPULTAMENTO EM CATACUMBA - CEMITÉRIO VÁRZEA - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Outubro,10,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,3252,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4938",MULTA POR INFRAÇÃO DLU - ADMINISTRATIVA,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Outubro,10,"19110101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,28060.91,
"2",RECEITAS DE CAPITAL,"621210101",RECEITA REALIZADA,C,"7153",OPERAÇÃO DE CRÉDITO - BACIA DO BEBERIBE,"2112",OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO,"2112010",OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO,"211201",OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO,OPERAÇÕES DE CRÉDITO - MERCADO INTERNO,"1",2024,"754",RECURSOS DE OPERAÇÕES DE CRÉDITO,Outubro,10,"21120101",OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO - PRINCIPAL,OPERAÇÕES DE CRÉDITO,"1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,374654.53,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6299",TARIFA DE MANUTENÇÃO EM CEMITÉRIOS,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Janeiro,1,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,7223.4,171791.49,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1343",ISS FONTE EXERCÍCIO - NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Março,3,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,23830243.02,
"1",RECEITAS CORRENTES,"621390101",(-) RESTITUIÇÕES DE RECEITA REALIZADA,D,"2141","TAXA DE COLETA, REMOÇÃO E DEST. RESÍDUOS SÓLIDOS - TRSD EXERCÍCIO","1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Abril,4,"11220101",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,109278.82,0,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4241",MULTA POR INFRAÇÃO OBRIGAÇÃO ACESSÓRIA - ADMINISTRATIVA,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Abril,4,"19110101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1397.4,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6349",REC. DE TRANSF. DO FNDE - REFERENTE AO PNAE - FT 552,"1714",TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,"1714520",TRANSFERÊNCIAS REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE,"171452",TRANSFERÊNCIAS REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"552",TRANSF. DE RECURSOS DO FNDE REFERENTES AO PNAE,Março,3,"17145201",TRANSFERÊNCIAS REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,569650.48,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4133",MULTA POR ATRASO ISS - DÍVIDA ATIVA,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Maio,5,"11145114",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,125667.86,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4548",MULTAS SOBRE TRSD - TAXA COL. REM. DEST. RES. SÓLIDOS - EXERCÍCIO - FT 501,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Julho,7,"11220102",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,25085.2,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4139",MULTA DE MORA P/ATRASO NO REC. ISS FONTE EX. ANTER. NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Maio,5,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1083.59,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1376",ISS FONTE CONFISSÃO - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Maio,5,"11145113",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,18506.17,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5311",JUROS S/ISS - EXERCÍCIO,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Agosto,8,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1190.19,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5113",JUROS S/IPTU - DÍVIDA ATIVA,"1112",IMPOSTOS SOBRE O PATRIMÔNIO,"1112500",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,"111250",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Outubro,10,"11125004",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1987024.06,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2257",TAXA LIC. PELA OCUPAÇÃO DE ÁREAS PÚBLICAS - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Outubro,10,"11210103","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,94.88,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6447",COMPLEMENTO VALOR ALUNO_ANO FUNDEB - VAAF,"1715",TRANSF. REC. COMPL. UNIÃO AO FUNDO MANUT. E DES. EDUC. BÁSICA E VALORIZ. PROFIS. DA EDUC. - FUNDEB,"1715510",TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUNDEB - VAAF,"171551",TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUNDEB - VAAF,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"541",TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - VAAF,Outubro,10,"17155101",TRANSFERÊNCIAS DE RECURSOS DE COMPLEMENTAÇÃO DA UNIÃO AO FUNDEB - VAAF - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,5499462.81,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2233",TAXA DE LIC P/UTIL DE MEIOS DE PUBLICIDADE - DÍVIDA ATIVA ADMINISTRATIVA,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Janeiro,1,"11210103","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,492.72,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6279",HONORÁRIOS ADVOCATÍCIOS - PROTESTO - 10% (PARCELAMENTO)),"1999",OUTRAS RECEITAS CORRENTES,"1999122",ÔNUS DE SUCUMBÊNCIA,"199912",ENCARGOS LEGAIS PELA INSCRIÇÃO EM DÍVIDA ATIVA E RECEITAS DE ÔNUS DE SUCUMBÊNCIA,DEMAIS RECEITAS CORRENTES,"9",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Fevereiro,2,"19991221",ÔNUS DE SUCUMBÊNCIA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,194988.78,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2293",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA ADMINISTRATIVA - FT 501,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Fevereiro,2,"11215003",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,6885.25,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4944",MULTA POR INFRAÇÃO SEVS - ADMINISTRATIVA,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Fevereiro,2,"19110101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,120,399.99,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"7220",TRANSF. DO FNS - RECURSOS SUS - VENCIMENTOS E DEMAIS VANTAGENS ASACE,"1713",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS ,"1713503",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - VIGILÂNCIA EM SAÚDE,"171350",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSES FUNDO A FUNDO - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"604",TRANSF. DO GOV. FEDERAL - VENCIMENTO DOS AGENTES COMUNITÁRIOS DE SAÚDE E DOS AGENTES DE COMBATE ÀS ENDEMIAS,Março,3,"17135031",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - VIGILÂNCIA EM SAÚDE - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","480100",FUNDO MUNICIPAL DE SAÚDE - FMS,,0,1753704,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2291",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - EXERCÍCIO - FT 501,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Março,3,"11215001",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,152219.59,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5556",JUROS SOBRE TAXA DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA ADMINISTRATIVA - FT 501,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Março,3,"11215004",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,26555.3,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2305",TRSD - PARCELAMENTO DÍVIDA ATIVA ADMINISTRATIVA - FT 501,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Março,3,"11220103",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,182788.41,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4111",MULTA POR ATRASO IPTU - EXERCÍCIO,"1112",IMPOSTOS SOBRE O PATRIMÔNIO,"1112500",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,"111250",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Abril,4,"11125002",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,234734.12,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4540",MULTAS SOBRE TRSD - TAXA COL. REM. DEST. RES. SÓLIDOS - DÍVIDA ATIVA,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Abril,4,"11220104",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,19622.01,65406.79,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6107",RENDIMENTOS DE APLIC. FINANCEIRAS - FT 669 - FMAS,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"669",OUTROS RECURSOS VINCULADOS À ASSISTÊNCIA SOCIAL,Maio,5,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","590100",FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS,,45.73,58.16,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5525",JUROS SOBRE TAXA DE PUBLICIDADE COMERCIAL - DÍVIDA ATIVA,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Junho,6,"11210104","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA - MULTAS E JUROS","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,669.59,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6265",REC. DE HONORÁRIOS ADVOCATÍCIOS - 15% (QUINZE POR CENTO),"1999",OUTRAS RECEITAS CORRENTES,"1999122",ÔNUS DE SUCUMBÊNCIA,"199912",ENCARGOS LEGAIS PELA INSCRIÇÃO EM DÍVIDA ATIVA E RECEITAS DE ÔNUS DE SUCUMBÊNCIA,DEMAIS RECEITAS CORRENTES,"9",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Julho,7,"19991221",ÔNUS DE SUCUMBÊNCIA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,9715.72,1317251.82,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9408",SEPULTAMENTO EM COVA - CASA AMARELA - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Julho,7,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1148.66,
